step,object,x,y,zoom,page,question,answer,alt_text,layer1_button,layer1_content,layer2_button,layer2_content,clip_start,clip_end,loop
paso,objeto,x,y,zoom,pagina,pregunta,respuesta,texto_alt,boton1,contenido1,boton2,contenido2,inicio_clip,fin_clip,bucle
1,qq1,0.5225370336901405,0.5025852581061943,1.2,,"What is this object (stirrup, shape, ceramic vessel)?","This object is considered a Moche Stirrup Spout vessel, originating from the Moche civilization who existed in Peru around 100-800 CE. It is assigned this distinction because of its unique spout that has two tubes connecting to one opening or spout.This object in particular is quite small, with the body being about 5x6 inches and the overall size about 8.5x6 inches. Though we can see its current brownish red color, there are also some weathering marks visible which do not allow us to fully analyze the vessel surface with the naked eye. On the body of the vessel there appear to be eight light colored lines that meet at the top of the vessel body and descend to the bottom. Along with these lines there is some iconography depicted, of what is most likely a lizard. Though the lizard figures are present, they are quite difficult to see due to dark weathering patches on the vessel. 
",,Learn more,blank_template-what-is-unique.md,Go deeper,blank_template-who-were-the.md,,,
2,qq2,0.49999999999999883,0.5000000000000004,1,,What does the process of creating these vessels imply about their social context?,"The intricacy of a Moche stirrup vessel allows researchers to identify distinct styles between specific Moche fine line painters and craftsmen. At San Jose de Moro, 6 unique artists were identified by painting style alone. This ornate painting technique required very experienced artists, as the red-orange slip was applied prior to firing the ceramic. The firing process often altered the appearance and placement of the pigment, so only seasoned professionals were capable of producing detailed scenes. The difficulty of producing these artifacts also extends to the process of forming the shape. The spout was molded separately and adhered to the body with wet clay. Any imperfection in this process would result in a cracked or damaged vessel. These two labor-intensive processes lead researchers to believe that stirrup spout vessels were a prestigious artifact of great significance to both living and dead. One tomb excavation found over 2,100 vessel-type artifacts surrounding the body, four of which exhibiting both fine line painting and a stirrup spout body. These are therefore considered objects regarded highly by household owners as well as spiritual necessities when adorning the recently dead, lending to their status as highly regarded ceremonial and ritualistic items.",,,,,,,,
3,qq3,0.33789298313587357,0.4645281242299294,1.44,,Who would have used this type of vessel in Moche society?,"It is assumed that single-spouts stirrup vessels were considered more of an artistic medium rather than a utilitarian object. Fine-line slip painting was used to produce intricate drawings of Moche iconography on the bodies of these vessels. These may be a component associated with moche burial tradition, as people of great wealth and status are accompanied by intricate artworks such as these vessels in their tombs. 
",,Learn more,blank_template-where-were-these.md,Go deeper,blank_template-what-did-this.md,,,
4,qq4,0.4977468861960018,0.5008685665546816,1.0127527216174184,,Where are stirrup vessels typically found?,"These vessels are exclusive to the southern extent of the Moche region, including the Chicama, Moche and Virú valleys. These valleys are all imbued with fertile, tillable soil, implying that these artifacts were made exclusively in communities with a strong link to agriculture. These vessels were used primarily to store a maize-based alcoholic beverage, further supporting the connection to farming communities. Additionally, the inclusion of (presumably) a lizard on the sides of the vessel is tied to traditions associated with coastal communities in South Peru. The iguana is, at times, considered a symbol of the power of the Earth and sea, which requires religious and cultural connections to the coast. 
Geographically, the vessels are found in desert coastal regions. In these communities, the ability to retain and store fluids is presumably a valuable asset. The unique shape of these vessels is thought to function, in part, as a method of mitigating the amount of liquid lost to evaporation. This is corroborated by the desert surroundings of these artifacts. Stirrup-spout artifacts are prevalent in archaeological sites along a 250-mi stretch of the northern Peruvian coastline.
Stirrup-spout vessels are most concentrated within burial sites of influential community figures but fragments are occasionally found in homes. Preservation of such intricate structures in a non-burial context is much rarer, and the nature of the manufacturing process likely made these valuable commodities that were only available to upper class families. ",,,,,,,,
5,qq5,0.49932144710796045,0.5002159948067236,1,,What is the symbolic significance of the object?,"Based on comparative vessels and other Moche iconography, we believe the images depicted on vessel #3 are lizards. Though there is little of the image visible on the object surface due to weathering, some small details allow us to make a comparative analysis. What we once thought could have been a rabbit’s ears, due to two vertical appendages depicted, is now revealed to be a lizard’s foot. The design of the lizard is almost identical to that seen in an iconographic image from Harvard’s Donna archive. There, the clear image of the lizard's foot, tail, stomach lines, and eye that are all only partially seen on our vessel are clearly depicted. The presence of a lizard on Object #3 is confirmed again by a Moche stirrup vessel now housed at the Peabody museum. The vessel has similar vertical lines to object 3, as well as the lizards depicted on object 3 and the image from the Harvard collection. This evidence removes any question as to the identity of our object’s iconography.
",,Learn more,blank_template-what-is-the.md,Lizard significance,blank_template-step5-layer2.md,,,
